Date,Close,Close_2021_ German federal election_CXPVX,Close_2018_ Swedish general election_SX3010PI,Close_2017_ German federal election_CXPVX,Close_2014_ Swedish general election_SX3010PI,Close_2013_ German federal election_CXPVX
-180,0.5812290017366086,0.6328338829898663,0.6614498013327905,0.15724133020591768,0.21172091836808615,0.1838414195959266
-179,0.7453259833563779,0.6327552524890669,0.6859176756457988,0.18926212568918022,0.215069213856395,0.1441655202858083
-178,0.729030415675612,0.661482920149449,0.7097360489732916,0.22119304397154504,0.19604848375927375,0.14689009971802447
-177,0.7686602482508818,,0.6454909322237166,0.25492325712641595,0.19357907597943624,
-176,,,,,,
-175,,,,,,
-174,0.7731190498564215,,0.556402507065461,0.22165351872159622,0.15575125042937055,
-173,0.776578111404139,0.6921522218367975,0.5719851077808711,0.2366776017261092,0.19177434152266137,0.21196239870784073
-172,0.7223119476991453,0.6815950126121053,0.5642278050662739,0.19795161688500773,0.19369763306148302,0.18168639468353032
-171,0.679363153867464,0.6892454480888248,0.4485185996308232,0.20592967751009805,0.170450009638198,0.15656161882665343
-170,0.624097738258973,0.6983961081024614,0.4394289230255817,0.20244547692986448,0.18182453261986486,0.08707404251533069
-169,,,,,,
-168,,,,,,
-167,0.6609079914524179,0.6928266841830069,0.3827358716849689,0.18777973549256455,0.2257312348633187,0.08877800078022346
-166,0.7197925832272611,0.6984543003503458,0.4289376257964932,0.15122305945493508,0.24957251330868457,0.07777039189115209
-165,0.6716454339875009,0.6911263350862922,0.43584060736893715,0.16039695374650798,0.25548529413896093,0.15360049140385446
-164,0.6014034436846867,0.7045497254177495,0.5151898549364367,0.1330853734193429,0.23501608057243617,0.1803197204883924
-163,0.6502911230356361,0.7639699716646331,,,0.23693937211125782,0.12475254428109928
-162,,,,,,
-161,,,,,,
-160,0.6839220271096504,0.7374135845118919,,,0.20754185369360378,0.11067451680902307
-159,0.676084221265711,0.6679766072840798,0.4244611999290848,0.06820745758992519,0.21756268089738118,0.09751209688458173
-158,0.6134803816878671,0.6872950142585199,0.37610653985337184,0.07777529415815643,0.22943578133899933,0.018865450818549956
-157,0.6271369870870975,0.7234988245165925,0.48740731470763077,0.08427154820481952,0.20203257276114783,0.006031546005803801
-156,0.6747647401249433,0.7116102902061594,0.43324343772486884,0.09697107996794774,0.1762204639958953,0.0
-155,,,,,,
-154,,,,,,
-153,0.6064822012831135,0.716470336430675,0.4330724066368399,0.33985195941052204,0.18595634838389863,0.007950022927617262
-152,0.6154598474761812,0.702788061562289,0.48583549729374553,0.3470590604097348,0.1409811830489458,0.08683749452474832
-151,0.6082219832978,0.715261073133179,0.41048420569616884,0.3505012404804573,0.17249243800029834,0.13099860894382376
-150,0.5967850156148362,0.6751535565682585,0.45890727820709376,0.33316427859831244,0.1701415873025076,0.16333767075941763
-149,,0.6698370560286322,0.48549385226668296,0.3297098425456486,,0.1554094632884362
-148,,,,,,
-147,,,,,,
-146,,0.6990674479378085,0.4841610612270433,,,0.18113886949737168
-145,0.6068419710207182,0.5886131680257161,0.5487136167860749,0.3714782289989369,0.23636948647970968,0.19875164257555866
-144,0.6292565531667185,0.6799730101515666,0.5737279562827853,0.3833945451542471,0.19744971831822866,
-143,0.6639272259532127,0.6875189834467181,0.5933773425523254,0.4550739473424654,0.2264437368380623,0.21977660972404722
-142,0.6009436023104344,0.746500374985168,0.6424152926821636,0.49637543924563854,0.2147605016500882,0.2901139194590452
-141,,,,,,
-140,,,,,,
-139,0.5123665355565512,0.7467212216625048,0.6939140047346406,0.4830245895851002,0.20813550871568465,0.28564175084866417
-138,0.4477634599402256,0.6651396642335681,0.652052268769097,0.5156371739106325,0.24159382459639112,0.31617162690265
-137,0.5084676469619103,0.6739965243615464,0.5901652952893448,0.5206212732331101,0.2243540595655129,0.34592641261498036
-136,0.4882131477045153,0.6883734159644335,0.6464478720186877,0.49289123866540496,,0.35155052288655275
-135,0.5288822608379418,0.7514387678458596,0.6704372764342104,0.528360634019454,0.21438048127218412,0.35857638318550134
-134,,,,,,
-133,,,,,,
-132,0.45192253479014877,0.7456195430574382,0.636024987224812,0.5502515686197835,0.21058114710498943,0.3588830828405607
-131,0.4800150839686461,0.7427011308598881,,0.5487516698775394,0.1972595631939682,0.38508558503066137
-130,0.4333472864111263,0.663340246383139,0.7052592059568878,0.44541039739146004,0.17386961329810413,0.3952956464903634
-129,0.38138081773171795,0.7379571852665179,0.6232101700925021,0.4205786107435934,0.2118635347112816,0.398558982150679
-128,0.33513283289379103,0.7575052387216332,0.657793073240935,0.449641629251877,0.2004890117296143,0.4108804376095052
-127,,,,,,
-126,,,,,,
-125,0.24081726797109626,,0.72904379021577,0.4381490199007967,0.22528019618443285,0.43621117704226897
-124,0.29736262422002113,0.7655221434277109,0.7666677095391545,0.46186901390120116,0.24627175660144074,0.44338161821068756
-123,0.3660647317042809,0.7613450754881197,0.7935279333395906,0.4521395150949923,0.25175726814336397,0.4690887812089355
-122,0.3580868255690355,0.7485583935079023,,0.43949951238700447,0.2752895445118071,0.3907229556778362
-121,0.4337670991307192,0.781477606203691,0.7472235605752484,0.42782189607043986,0.26650356613325643,0.370284867088261
-120,,,,,,
-119,,,,,,
-118,0.42009072348132115,0.7527439773862086,0.7312646914661745,0.44382062144831824,0.26123197910612594,0.40444145586947
-117,0.4657787953083492,0.7952498661578304,0.7590814379125863,0.42573020848592513,0.2644376582512393,0.4471792186815593
-116,0.4161918348866811,0.8055251978110634,0.7438746884418439,0.4355192363472735,0.2753370832928721,0.3839772742827421
-115,0.39591707722479397,0.8142338806054039,0.8008747614429179,0.465317030153801,0.28165365389158525,0.4118441674879545
-114,0.3992960814631936,0.8317415151444618,0.8099648551971548,0.5597540399509997,0.2905822486133314,0.38934729864761275
-113,,,,,,
-112,,,,,,
-111,0.44884325730736485,0.8271633464914054,0.8258211056534117,,0.29502277658367193,0.36173449134910207
-110,0.41331245660002924,0.8165388613508662,0.8196356203526989,0.4803772974859477,0.2979672823035435,0.3661848445028473
-109,0.37476242139189875,0.7992551960000074,0.7432935998915413,0.46984123834441505,0.29193565452060444,0.32247907427179134
-108,,0.7963716991511878,0.7141440624054898,0.49439755720771394,,0.2798292149173238
-107,0.5272830672688862,0.8318488159722679,0.6916242739000298,0.5554387670715615,0.3138533515565327,0.34810325298401246
-106,,,,,,
-105,,,,,,
-104,0.561633998972435,0.8261428531687529,0.6729660336430658,0.4805687242514951,0.3074895320473705,0.37132302617170376
-103,0.4963709387085631,0.8423858708086676,0.6414587700361878,0.5251157168961553,0.2988696495319312,0.3339903635567234
-102,0.4936116463858884,0.8368777616479588,0.6081060392745776,0.5496002507223734,0.30290638773383494,0.2993035736284493
-101,0.5624335957569624,0.8418482312111428,0.565047919990822,0.48138695695057176,0.28801747340074746,0.2783312202283179
-100,0.5498968163795306,0.7605661509603423,0.6319244126020713,0.5177948103503516,,0.2925974594831362
-99,,,,,,
-98,,,,,,
-97,,0.8056793363018007,0.6155896922483288,0.5992031277265912,0.3242066603571496,0.33104271038655275
-96,0.5594944185654853,0.815297805215502,0.5961797495020278,0.5548831625569246,0.32368431350666604,0.3370783200558476
-95,0.5509365850920114,0.7629931934940504,,0.5306612569151454,0.3097453051830312,0.32287346350744617
-94,0.4992102883405556,0.8016070144084009,0.5845608985389354,0.5424585149601766,0.30338148567386947,0.20522120873028893
-93,0.39271795785519625,0.8070540926749872,0.5853126010282717,0.5062485081260073,0.28552429623037723,0.14423139440976795
-92,,,,,,
-91,,,,,,
-90,0.32415570658508,0.7914185453300582,0.6376314280052977,0.5286115898401409,0.26849816584367536,0.10183540708497585
-89,0.2739287758431952,0.8310698914444905,0.6413561513833699,0.46896230935382377,0.27156151851621013,0.15389393068331136
-88,0.30486067465368505,0.784692373068514,0.6372551596116338,0.4547687150303279,0.2576700489736403,0.21070095200941763
-87,0.19183000513782433,0.8058448293774911,0.6951099709038573,0.31667006137912423,0.2757646424518416,0.2324967319590452
-86,0.17971328255714747,0.8192974577652019,0.6350684645788354,0.2622441636722188,,0.21868605076927272
-85,,,,,,
-84,,,,,,
-83,0.2016475208472408,0.8227506709140386,0.6050646059506306,0.35200113922270226,0.2996056310265911,0.22950502012155072
-82,0.2179233182778404,0.7789776104616606,0.6160681621458144,0.3291840025585824,0.3097928439640967,0.19746388900295653
-81,0.2028471601011943,0.8316861615428155,0.6414245638185818,0.33907457998458046,0.26260915440393173,0.1617870623220541
-80,0.1422630590434859,0.7526014773450487,0.5637155461001777,0.29578878624341876,0.2433272508815687,0.23405610935446797
-79,,0.8302966442091901,,0.30022895341501243,0.25909476305251156,0.15157250944480927
-78,,,,,,
-77,,,,,,
-76,0.26083208345486364,0.8601143520250623,0.5127979225980033,0.33443714986556383,0.25384694541591335,0.2227683215615417
-75,0.2374382637326966,0.8598614286452331,0.49427609006246787,0.329118053703378,0.2717751531603869,0.26184408193714415
-74,0.22778086264191577,0.8596698200241515,0.5340875387166406,0.44240418010690696,0.2806799784916003,0.2656679892821945
-73,0.15653937635844217,0.8133590098347736,0.5025802751097617,0.4512191492130784,0.33133052062212,0.3061059324353921
-72,0.16305745698445095,0.787386816077865,0.5955986609517252,0.445475762628476,0.3087716297830463,0.32974576010183965
-71,,,,,,
-70,,,,,,
-69,0.19828853093617038,0.6690493316975163,0.5340191262814296,0.41884584834447924,0.3020515592865123,0.3393997412943497
-68,0.14350272695209876,0.6931957081939797,0.5256127397303132,0.3251558698274648,0.26519740913643197,0.32461228372755135
-67,0.24849544735072548,0.7531422394534357,0.4707309493268257,0.3381005212294035,0.26087572811875415,0.34812079090013137
-66,0.3202966025679359,0.7798961963843598,0.485288614961048,0.33523203783713384,0.20875264325768184,0.38420056189772245
