NormalizedDate,2024_French Senate election_FRFNN,2023_Spanish general election_IBEXIB,2023_Dutch general election_NLFIN,2023_Polish parliamentary election_BNKI,2023_Greek legislative election_FTATBNK,2023_Finnish parliamentary election_N3020PI,2023_Italian local elections_FTITLMS30,2023_Spanish local elections_IBEXIB,2023_Spanish regional elections_IBEXIB,2022_United States elections_NYK,2022_French presidential election_FRFNN,2022_French legislative election_FRFNN,2022_Swedish general election_SX3010GI,2022_Italian general election_FTITLMS30,2021_German federal election_CXPVX,2021_Norwegian parliamentary election_OFING,2021_Dutch general election_NLFIN,2020_United States presidential election_NYK,2020_United States Senate elections_NYK,2020_United States House of Representatives elections_NYK,2019_Spanish general election_IBEXIB_x,2019_Spanish general election_IBEXIB_y,2019_Portuguese legislative election_PTFIN,2019_Greek legislative election_FTATBNK,2019_Belgian federal election_BEFIN,2019_Danish general election_OMXC20,2019_Finnish parliamentary election_N3020PI,2019_Spanish general election_IBEXIB,2018_Swedish general election_SX3010GI,2018_Italian general election_FTITLMS30,2017_German federal election_CXPVX,2017_French presidential election_FRFNN,2017_French legislative election_FRFNN,2017_United Kingdom general election_TRINMX302020,2017_Dutch general election_NLFIN,2016_United States presidential election_NYK,2016_United States Senate elections_NYK,2016_United States House of Representatives elections_NYK,2016_Spanish general election_IBEXIB,2016_United Kingdom Brexit_TRINMX302020,2015_Portuguese legislative election_PTFIN,2015_Spanish general election_IBEXIB,2015_United Kingdom general election_TRINMX302020,2014_Swedish general election_SX3010GI,2014_Belgian federal election_BEFIN,2013_German federal election_CXPVX,2013_Italian general election_FTITLMS30,2013_Norwegian parliamentary election_OFING
49,946.03,601.3,614.07,10929.33,1023.28,3169.05,14644.0,618.2,618.2,8640.9,829.85,745.43,2961.53,12922.2,2751.93,2928.55,562.82,8037.5,8037.5,8037.5,515.8,521.6,58.38,690.83,864.69,1014.33,1950.09,515.8,2162.87,15135.6,1869.24,963.4,976.72,5090.11,705.63,7018.6,7018.6,7018.6,554.2,4210.73,79.55,599.3,4234.11,1869.14,569.57,860.69,10394.26,962.58
50,946.03,607.4,611.88,10868.19,1037.02,3172.36,14644.0,618.8,618.8,8567.2,825.0,743.1,2931.07,13025.8,2778.78,2949.45,561.43,8129.8,8129.8,8129.8,515.5,519.2,57.99,701.61,865.25,1013.83,1967.09,515.5,2171.38,15290.71,1868.26,954.51,972.25,5033.2,714.45,6952.6,6952.6,6952.6,554.5,4235.2,81.8,563.7,4209.66,1839.78,575.58,862.74,10353.28,956.11
51,946.03,610.0,615.73,10912.99,1075.35,3147.08,14644.0,626.3,626.3,8699.8,813.22,741.01,2921.46,13113.3,2783.89,2985.29,565.05,8159.4,8159.4,8159.4,517.8,517.5,57.71,700.79,869.72,1011.27,1996.82,517.8,2191.9,15376.72,1871.1,957.69,981.37,5033.2,722.71,6934.6,6934.6,6934.6,550.6,4235.2,81.56,541.5,4209.66,1840.44,569.28,857.41,10305.49,968.11
52,946.03,609.3,615.73,10903.7,1090.64,3066.06,14478.5,622.6,622.6,8668.8,807.68,761.21,2931.75,13088.2,2758.32,2993.4,565.05,8159.4,8159.4,8159.4,524.5,517.5,58.82,731.88,861.72,1011.27,2004.33,524.5,2194.88,15187.67,1870.8,950.71,978.9,5033.2,722.71,6961.5,6961.5,6961.5,539.0,4235.2,82.93,568.7,4209.66,1857.33,581.09,852.13,10216.52,972.5
53,946.03,620.4,615.73,10891.83,1085.03,3024.67,14653.0,626.7,626.7,8668.8,807.37,770.53,2934.7,13064.2,2761.01,3043.63,565.05,8159.4,8159.4,8159.4,515.8,534.0,57.39,765.85,857.34,1011.27,2003.87,515.8,2186.54,15272.47,1892.23,947.21,983.68,5070.11,722.71,6961.5,6961.5,6961.5,539.1,4238.08,82.41,530.2,4098.06,1838.95,570.78,862.61,10292.76,966.89
54,946.03,614.0,615.02,10950.02,1090.4,3079.56,14611.0,624.8,624.8,8668.8,805.35,776.26,2959.6,13229.7,2781.43,3043.63,570.57,8159.4,8159.4,8159.4,514.1,527.3,56.4,781.99,853.39,1012.84,2022.37,514.1,2197.49,15143.94,1892.52,952.06,993.67,5098.12,723.95,6961.5,6961.5,6961.5,528.5,4224.24,82.37,553.1,4079.68,1825.47,573.05,865.03,10628.08,964.52
55,946.03,614.0,609.96,10950.02,1090.4,3079.56,14755.5,624.8,624.8,8668.8,805.35,776.26,2959.6,13229.7,2781.43,3043.63,560.7,8209.6,8209.6,8209.6,514.1,527.3,56.4,781.99,853.39,995.45,2022.37,514.1,2197.49,15143.94,1892.52,952.06,993.67,5101.97,722.17,6961.5,6961.5,6961.5,528.5,4181.85,82.37,553.1,4137.16,1825.47,573.05,865.03,10628.08,964.52
56,946.03,614.0,607.04,10950.02,1090.4,3079.56,14628.7,624.8,624.8,8689.3,805.35,776.26,2959.6,13229.7,2781.43,3054.6,565.67,8186.4,8186.4,8186.4,514.1,527.3,56.4,781.99,853.39,999.45,2022.37,514.1,2197.49,15143.94,1892.52,952.06,993.67,5145.91,718.3,7037.5,7037.5,7037.5,528.5,4241.63,82.37,553.1,4105.72,1825.47,573.05,865.03,10628.08,964.52
57,946.03,609.0,608.87,10963.44,1064.87,3066.1,14628.7,622.8,622.8,8864.3,816.4,780.94,2935.21,13032.4,2724.62,3062.83,560.01,8232.3,8232.3,8232.3,512.0,524.5,55.37,762.73,851.96,1014.01,2045.71,512.0,2198.36,15196.92,1887.09,960.62,998.07,5148.65,713.43,7119.2,7119.2,7119.2,532.7,4224.83,82.18,572.9,4092.69,1830.64,566.46,870.92,10939.37,972.46
58,946.03,616.4,609.71,10864.21,1092.76,3061.48,14628.7,626.5,626.5,8761.8,806.99,780.39,2967.59,13103.6,2671.88,3057.08,570.02,8292.8,8292.8,8292.8,510.9,523.0,54.31,740.19,864.22,999.25,2055.13,510.9,2199.4,15196.92,1903.6,956.61,1003.27,5148.65,712.92,7094.0,7094.0,7094.0,544.5,4224.83,83.32,569.2,4092.69,1828.09,574.6,867.01,11312.01,965.32
59,946.03,628.0,609.71,10920.02,1095.28,3067.14,14726.8,633.2,633.2,8970.0,800.31,791.01,2946.76,13060.7,2719.79,3073.26,570.02,8292.8,8292.8,8292.8,515.4,524.9,55.75,759.1,866.33,999.25,2056.9,515.4,2206.46,15263.04,1882.01,952.38,988.71,5148.65,712.92,7104.7,7104.7,7104.7,558.8,4224.83,83.63,591.9,4092.69,1795.4,577.34,866.06,11257.48,972.65
60,946.03,628.4,609.71,10947.23,1101.73,3055.8,14775.8,640.0,640.0,8970.0,793.13,792.42,2967.37,13082.5,2738.23,3054.76,570.02,8292.8,8292.8,8292.8,516.3,523.7,55.84,788.79,872.27,999.25,2056.71,516.3,2215.5,15114.24,1881.79,951.8,980.18,5144.73,712.92,7104.7,7104.7,7104.7,554.0,4230.7,80.02,569.7,4028.46,1813.1,584.46,863.47,11297.27,971.43
61,946.03,626.1,616.52,10802.44,1093.71,3126.07,15021.6,638.6,638.6,8970.0,763.4,798.25,2969.79,13061.1,2651.59,3054.76,569.79,8292.8,8292.8,8292.8,520.8,514.9,56.1,783.3,870.45,975.81,2062.65,520.8,2214.29,15190.39,1885.69,950.07,967.52,5152.31,714.91,7104.7,7104.7,7104.7,560.2,4255.18,80.38,554.5,3978.4,1813.74,579.28,866.73,11263.47,964.08
62,946.03,626.1,615.66,10802.44,1093.71,3126.07,14987.8,638.6,638.6,8960.4,763.4,798.25,2969.79,13061.1,2651.59,3054.76,573.51,8149.5,8149.5,8149.5,520.8,514.9,56.1,783.3,870.45,984.98,2062.65,520.8,2214.29,15190.39,1885.69,950.07,967.52,5127.57,714.41,7047.0,7047.0,7047.0,560.2,4248.05,80.38,554.5,3959.53,1813.74,579.28,866.73,11263.47,964.08
63,946.03,626.1,622.25,10802.44,1093.71,3126.07,15088.7,638.6,638.6,9005.0,763.4,798.25,2969.79,13061.1,2651.59,3063.59,563.24,8187.3,8187.3,8187.3,520.8,514.9,56.1,783.3,870.45,990.64,2062.65,520.8,2214.29,15190.39,1885.69,950.07,967.52,5065.61,698.88,7056.3,7056.3,7056.3,560.2,4237.84,80.38,554.5,4041.4,1813.74,579.28,866.73,11263.47,964.08
64,946.03,619.5,620.21,11039.52,1092.14,3081.65,15088.7,634.2,634.2,9121.7,738.97,796.84,2965.58,12922.4,2634.42,3026.25,566.78,8433.5,8433.5,8433.5,526.8,511.1,55.62,768.0,868.01,1008.74,2067.23,526.8,2201.3,15267.45,1887.56,953.65,979.6,5017.62,695.39,7089.7,7089.7,7089.7,557.5,4230.67,81.18,578.0,4140.95,1815.59,580.3,875.8,11538.53,972.75
65,946.03,620.4,623.23,11124.82,1106.23,3081.65,15088.7,621.0,621.0,9203.2,741.3,799.09,2983.46,12965.1,2588.0,3024.1,569.32,8513.0,8513.0,8513.0,521.9,503.4,55.57,768.77,852.58,1003.53,2094.66,521.9,2222.5,14993.5,1894.72,959.08,983.99,5017.62,699.29,7061.7,7061.7,7061.7,565.6,4230.67,78.94,567.0,4140.95,1833.36,582.13,873.56,11415.49,967.39
66,946.03,627.6,623.23,11074.88,1106.3,3093.64,15183.7,609.7,609.7,9254.0,756.21,788.91,3017.28,12987.4,2609.75,2998.1,569.32,8524.0,8524.0,8524.0,532.5,496.6,55.16,789.42,852.25,1003.53,2098.46,532.5,2201.42,15113.25,1887.67,967.73,988.74,5017.62,699.29,7087.2,7087.2,7087.2,576.1,4230.67,78.67,543.0,4140.95,1834.36,573.38,872.81,11415.49,967.58
67,946.03,647.6,623.23,11066.55,1109.87,3086.01,15163.5,618.5,618.5,9254.0,743.31,784.7,2974.7,12826.0,2605.09,2992.59,569.32,8524.0,8524.0,8524.0,539.9,501.1,56.92,782.24,851.05,1003.53,2110.93,539.9,2179.93,15063.68,1907.22,962.51,977.8,5050.36,699.29,7087.2,7087.2,7087.2,579.7,4230.67,80.52,553.7,4187.81,1829.35,563.62,873.34,11448.53,965.84
68,946.03,646.5,622.52,11092.36,1094.98,3084.89,15316.1,622.1,622.1,9254.0,743.83,771.21,2991.43,12891.1,2603.89,2992.59,569.98,8524.0,8524.0,8524.0,539.7,505.2,57.93,790.94,823.44,998.78,2112.62,539.7,2195.95,15138.9,1887.78,952.05,975.78,5051.73,701.62,7087.2,7087.2,7087.2,587.8,4220.72,79.56,578.3,4169.15,1856.32,555.67,875.43,11557.77,977.7
69,946.03,646.5,624.73,11092.36,1094.98,3084.89,15149.5,622.1,622.1,9254.0,743.83,771.21,2991.43,12891.1,2603.89,2992.59,568.12,8498.9,8498.9,8498.9,539.7,505.2,57.93,790.94,823.44,1012.96,2112.62,539.7,2195.95,15138.9,1887.78,952.05,975.78,5119.84,700.93,7087.2,7087.2,7087.2,587.8,4198.25,79.56,578.3,4196.11,1856.32,555.67,875.43,11557.77,977.7
70,946.03,646.5,628.4,11092.36,1094.98,3084.89,15004.5,622.1,622.1,9224.5,743.83,771.21,2991.43,12891.1,2603.89,3016.91,564.1,8565.4,8565.4,8565.4,539.7,505.2,57.93,790.94,823.44,997.06,2112.62,539.7,2195.95,15138.9,1887.78,952.05,975.78,5097.07,701.08,7000.3,7000.3,7000.3,587.8,4239.63,79.56,578.3,4237.61,1856.32,555.67,875.43,11557.77,977.7
71,946.03,642.1,613.63,11092.36,1086.81,3071.21,15004.5,626.2,626.2,9087.6,751.34,753.06,2972.73,12828.9,2619.23,3026.55,571.66,8565.9,8565.9,8565.9,531.1,501.2,58.16,804.72,808.04,1000.98,2100.09,531.1,2182.58,15126.03,1910.06,969.62,965.18,5074.68,700.11,7024.2,7024.2,7024.2,589.3,4290.99,79.2,590.2,4259.1,1884.08,557.45,875.83,11502.99,987.98
72,946.03,640.2,614.61,11092.36,1078.74,3100.76,15004.5,612.5,612.5,9016.9,759.51,754.29,2993.09,12768.7,2641.69,2985.28,575.27,8585.2,8585.2,8585.2,527.1,496.1,57.61,793.97,802.73,1018.39,2102.52,527.1,2131.32,15184.73,1935.55,968.02,969.47,5074.68,700.25,6986.9,6986.9,6986.9,578.8,4290.99,81.57,597.2,4259.1,1902.22,556.04,865.94,11818.59,987.17
73,946.03,634.2,614.61,11231.21,1065.5,3074.01,15004.6,617.8,617.8,9160.0,754.06,752.26,3016.28,12785.7,2615.88,3001.49,575.27,8481.8,8481.8,8481.8,529.7,491.7,57.86,801.98,803.41,1018.39,2098.65,529.7,2141.57,14693.54,1942.54,968.86,963.16,5074.68,700.25,7023.3,7023.3,7023.3,586.0,4290.99,82.05,626.5,4259.1,1883.27,557.36,857.7,11872.34,981.65
74,946.03,638.0,614.61,11114.31,1078.25,3083.37,15175.8,634.1,634.1,9160.0,731.66,752.44,3009.27,12763.0,2617.9,2882.78,575.27,8481.8,8481.8,8481.8,531.4,489.5,58.82,813.18,812.23,1018.39,2091.96,531.4,2133.94,14578.03,1950.6,972.01,964.9,5062.97,700.25,7023.3,7023.3,7023.3,597.7,4267.71,81.93,628.1,4274.62,1906.47,559.92,851.99,11720.94,976.96
75,946.03,646.5,611.36,11062.01,1094.73,3091.41,15201.5,631.2,631.2,9160.0,750.35,742.22,3002.66,12808.1,2615.1,2882.78,574.25,8481.8,8481.8,8481.8,530.1,484.4,58.81,822.47,801.46,1017.23,2094.93,530.1,2148.72,14219.57,1958.18,972.21,961.54,4976.59,700.45,7023.3,7023.3,7023.3,596.0,4239.42,83.87,631.3,4232.09,1887.75,556.21,860.6,11907.34,984.9
76,946.03,646.5,611.95,11062.01,1094.73,3091.41,15412.8,631.2,631.2,9231.6,750.35,742.22,3002.66,12808.1,2615.1,2882.78,581.08,8481.8,8481.8,8481.8,530.1,484.4,58.81,822.47,801.46,1018.17,2094.93,530.1,2148.72,14219.57,1958.18,972.21,961.54,4972.08,695.39,7014.5,7014.5,7014.5,596.0,4238.96,83.87,631.3,4201.68,1887.75,556.21,860.6,11907.34,984.9
77,946.03,646.5,607.15,11062.01,1094.73,3091.41,15511.6,631.2,631.2,9244.7,750.35,742.22,3002.66,12808.1,2615.1,2898.72,584.12,8498.4,8498.4,8498.4,530.1,484.4,58.81,822.47,801.46,1034.74,2094.93,530.1,2148.72,14219.57,1958.18,972.21,961.54,5005.19,693.74,7076.4,7076.4,7076.4,596.0,4300.99,83.87,631.3,4178.95,1887.75,556.21,860.6,11907.34,984.9
78,946.03,629.7,607.85,11062.01,1093.29,2986.47,15511.6,632.1,632.1,9283.3,746.37,741.68,2983.03,12834.2,2609.92,2863.93,586.18,8541.5,8541.5,8541.5,529.6,476.3,58.36,805.03,793.13,1035.27,2116.1,529.6,2181.84,13774.83,1957.82,974.1,958.41,5031.81,697.94,7166.6,7166.6,7166.6,581.1,4243.14,82.42,625.2,4144.85,1867.48,567.62,859.67,11775.18,987.13
79,946.03,645.5,610.82,10875.21,1084.45,2956.52,15511.6,626.5,626.5,9354.5,750.24,748.38,3001.35,13019.1,2589.4,2907.62,576.22,8483.1,8483.1,8483.1,536.5,483.4,58.14,822.92,797.59,1034.51,2133.95,536.5,2217.9,13930.62,1953.74,970.39,947.27,5031.81,699.33,7177.7,7177.7,7177.7,567.0,4243.14,83.83,625.0,4144.85,1874.11,565.38,855.94,11857.3,984.49
80,946.03,650.2,610.82,10957.67,1081.6,2930.79,15736.1,623.8,623.8,9380.3,738.35,747.95,3010.79,12961.5,2579.89,2901.35,576.22,8416.2,8416.2,8416.2,524.1,493.9,58.14,814.04,784.62,1034.51,2151.78,524.1,2211.7,13705.43,1946.78,976.76,949.18,5031.81,699.33,7137.6,7137.6,7137.6,560.9,4243.14,84.34,621.2,4144.85,1899.7,570.55,846.65,12049.4,996.19
81,946.03,648.7,610.82,10928.48,1080.16,2926.69,15576.2,624.6,624.6,9380.3,718.75,738.88,3037.48,12472.2,2589.83,2899.02,576.22,8416.2,8416.2,8416.2,518.1,493.6,58.14,820.32,781.57,1034.51,2158.61,518.1,2225.07,13551.85,1938.56,984.47,958.28,5031.81,699.33,7137.6,7137.6,7137.6,562.4,4186.92,84.22,632.2,4055.9,1866.45,568.41,839.99,12139.71,1001.54
82,946.03,637.9,618.96,10861.74,1049.46,2926.69,15524.8,623.6,623.6,9380.3,717.62,760.23,3009.81,12659.6,2614.22,2899.02,574.8,8416.2,8416.2,8416.2,509.2,481.9,57.63,828.75,794.91,1024.69,2137.87,509.2,2220.31,13190.61,1950.7,978.76,960.94,4974.23,694.7,7137.6,7137.6,7137.6,552.2,4189.66,84.22,677.7,4090.93,1909.36,566.78,833.57,12219.57,990.66
83,946.03,637.9,615.34,10861.74,1049.46,2926.69,15217.8,623.6,623.6,9306.1,717.62,760.23,3009.81,12659.6,2614.22,2899.02,572.43,8369.2,8369.2,8369.2,509.2,481.9,57.63,828.75,794.91,1030.65,2137.87,509.2,2220.31,13190.61,1950.7,978.76,960.94,4965.36,689.02,7081.9,7081.9,7081.9,552.2,4196.94,84.22,677.7,4120.22,1909.36,566.78,833.57,12219.57,990.66
84,946.03,637.9,618.76,10861.74,1049.46,2926.69,15401.9,623.6,623.6,9432.8,717.62,760.23,3009.81,12659.6,2614.22,2898.31,569.27,8343.2,8343.2,8343.2,509.2,481.9,57.63,828.75,794.91,1025.9,2137.87,509.2,2220.31,13190.61,1950.7,978.76,960.94,5012.76,696.85,7064.0,7064.0,7064.0,552.2,4218.0,84.22,677.7,4121.03,1909.36,566.78,833.57,12219.57,990.66
85,946.03,643.9,623.61,11016.58,1036.92,2920.54,15401.9,625.4,625.4,9460.7,717.16,746.11,3020.08,12601.1,2560.61,2939.42,569.32,8101.8,8101.8,8101.8,503.9,483.5,57.97,830.19,797.46,1026.67,2159.14,503.9,2227.84,12739.42,1986.98,976.71,956.57,5027.57,700.81,7061.2,7061.2,7061.2,552.9,4212.66,83.06,684.3,4177.08,1902.56,572.32,848.35,12192.77,995.25
86,946.03,644.8,625.89,11037.02,1036.92,2895.73,15401.9,627.8,627.8,9504.7,689.25,750.24,2966.76,12839.4,2590.65,2918.69,574.01,8232.8,8232.8,8232.8,520.0,495.5,58.01,823.34,793.49,1032.13,2151.98,520.0,2196.02,12183.28,1978.28,966.61,945.87,5027.57,709.61,7058.7,7058.7,7058.7,548.7,4212.66,81.91,660.4,4177.08,1896.95,576.16,845.4,12029.14,986.67
87,946.03,638.3,625.89,10872.97,1037.17,2931.46,15468.8,621.3,621.3,9457.3,692.31,748.11,2945.2,13018.5,2587.68,2888.93,574.01,8072.6,8072.6,8072.6,519.5,510.0,58.01,775.04,798.83,1032.13,2149.01,519.5,2170.38,12458.33,1957.84,969.62,947.68,5027.57,709.61,7179.0,7179.0,7179.0,565.1,4212.66,79.84,652.3,4177.08,1900.58,573.68,847.81,12172.03,976.62
88,946.03,640.1,625.89,10644.7,1038.64,2928.85,15535.1,625.6,625.6,9457.3,708.59,761.48,2955.28,12917.0,2603.81,2894.51,574.01,8072.6,8072.6,8072.6,517.8,520.3,60.23,748.5,801.94,1032.13,2142.37,517.8,2109.27,12502.29,1954.0,966.99,945.3,4975.44,709.61,7179.0,7179.0,7179.0,572.6,4251.97,80.21,651.8,4173.44,1898.55,582.06,863.3,11717.14,969.65
89,946.03,631.9,625.89,10808.43,1017.73,2979.02,15760.0,624.4,624.4,9457.3,719.49,776.74,2984.16,12933.7,2603.81,2894.51,575.49,8072.6,8072.6,8072.6,505.9,527.1,58.59,746.98,793.45,1043.27,2149.83,505.9,2148.27,12909.21,1951.11,957.79,951.15,4933.12,703.5,7179.0,7179.0,7179.0,557.7,4233.32,80.21,659.7,4187.64,1858.42,580.5,879.63,11623.17,964.2
90,946.03,631.9,628.32,10808.43,1017.73,2979.02,15918.2,624.4,624.4,9403.5,719.49,776.74,2984.16,12933.7,2603.81,2894.51,575.15,8206.9,8206.9,8206.9,505.9,527.1,58.59,746.98,793.45,1046.9,2149.83,505.9,2148.27,12909.21,1951.11,957.79,951.15,4897.23,703.96,7146.7,7146.7,7146.7,557.7,4270.9,80.21,659.7,4202.3,1858.42,580.5,879.63,11623.17,964.2
