NormalizedDate,2024_French Senate election_FRFNN,2023_Spanish general election_IBEXIB,2023_Dutch general election_NLFIN,2023_Polish parliamentary election_BNKI,2023_Greek legislative election_FTATBNK,2023_Finnish parliamentary election_N3020PI,2023_Italian local elections_FTITLMS30,2023_Spanish local elections_IBEXIB,2023_Spanish regional elections_IBEXIB,2022_United States elections_NYK,2022_French presidential election_FRFNN,2022_French legislative election_FRFNN,2022_Swedish general election_SX3010GI,2022_Italian general election_FTITLMS30,2021_German federal election_CXPVX,2021_Norwegian parliamentary election_OFING,2021_Dutch general election_NLFIN,2020_United States presidential election_NYK,2020_United States Senate elections_NYK,2020_United States House of Representatives elections_NYK,2019_Spanish general election_IBEXIB_x,2019_Spanish general election_IBEXIB_y,2019_Portuguese legislative election_PTFIN,2019_Greek legislative election_FTATBNK,2019_Belgian federal election_BEFIN,2019_Danish general election_OMXC20,2019_Finnish parliamentary election_N3020PI,2019_Spanish general election_IBEXIB,2018_Swedish general election_SX3010GI,2018_Italian general election_FTITLMS30,2017_German federal election_CXPVX,2017_French presidential election_FRFNN,2017_French legislative election_FRFNN,2017_United Kingdom general election_TRINMX302020,2017_Dutch general election_NLFIN,2016_United States presidential election_NYK,2016_United States Senate elections_NYK,2016_United States House of Representatives elections_NYK,2016_Spanish general election_IBEXIB,2016_United Kingdom Brexit_TRINMX302020,2015_Portuguese legislative election_PTFIN,2015_Spanish general election_IBEXIB,2015_United Kingdom general election_TRINMX302020,2014_Swedish general election_SX3010GI,2014_Belgian federal election_BEFIN,2013_German federal election_CXPVX,2013_Italian general election_FTITLMS30,2013_Norwegian parliamentary election_OFING
-90,926.93,604.9,582.37,8555.99,911.32,3013.94,14022.4,638.9,638.9,9100.5,968.77,813.18,2698.47,11194.7,2817.74,2598.56,451.73,6955.8,6955.8,6955.8,581.1,448.8,79.51,621.08,836.24,989.39,1905.94,581.1,2125.88,13914.62,1778.03,854.18,884.33,4549.32,658.03,6209.8,6209.8,6209.8,615.7,3950.27,99.35,789.6,3894.65,1803.75,592.46,760.48,10057.28,837.48
-89,920.88,582.1,582.01,8740.68,919.53,3041.04,14022.4,659.3,659.3,9148.8,974.52,815.58,2706.89,11262.2,2814.6,2585.73,450.69,6965.5,6965.5,6965.5,580.6,453.2,78.79,628.1,840.46,987.61,1913.04,580.6,2127.21,13890.66,1759.22,859.29,874.25,4549.32,657.57,6221.5,6221.5,6221.5,615.7,3950.27,97.0,789.6,3894.65,1808.79,595.31,772.2,10039.6,822.69
-88,915.04,579.2,582.01,8732.46,881.01,3077.14,14022.4,650.8,650.8,9280.3,983.48,850.86,2727.98,11119.7,2801.41,2589.76,450.69,7055.5,7055.5,7055.5,573.8,438.3,79.47,630.1,848.2,987.61,1916.4,573.8,2098.59,13772.24,1750.05,878.85,877.4,4549.32,657.57,6209.9,6209.9,6209.9,616.2,3950.27,99.05,789.6,3894.65,1801.62,592.08,786.93,9964.88,832.5
-87,915.04,587.5,582.01,8691.96,902.88,3064.67,13946.5,651.0,651.0,9280.3,996.76,844.1,2564.61,10720.7,2810.02,2555.03,450.69,7055.5,7055.5,7055.5,563.9,438.5,79.55,645.11,858.51,987.61,1910.43,563.9,2133.12,13940.82,1729.45,877.14,884.48,4554.79,657.57,6209.9,6209.9,6209.9,602.1,3950.27,104.84,789.6,3856.08,1801.17,591.29,791.33,10354.24,833.5
-86,915.04,564.4,588.37,8627.1,901.68,3064.67,13927.0,667.2,667.2,9280.3,991.9,846.76,2554.97,10742.6,2842.69,2555.03,435.71,7055.5,7055.5,7055.5,551.3,453.8,79.73,641.01,860.6,989.62,1949.98,551.3,2103.1,14266.53,1736.02,874.04,884.38,4534.17,656.07,6209.9,6209.9,6209.9,593.6,3950.27,110.22,789.6,3888.92,1801.17,596.96,796.58,10311.06,832.65
-85,939.05,564.4,594.98,8627.1,901.68,3064.67,13794.3,667.2,667.2,9288.9,991.9,846.76,2554.97,10742.6,2842.69,2555.03,442.17,7103.2,7103.2,7103.2,551.3,453.8,79.73,641.01,860.6,993.97,1949.98,551.3,2103.1,14266.53,1736.02,874.04,884.38,4535.33,662.13,6239.8,6239.8,6239.8,593.6,4007.88,110.22,789.6,3875.68,1801.17,596.96,796.58,10311.06,832.65
-84,934.66,564.4,594.19,8627.1,901.68,3064.67,13900.7,667.2,667.2,9322.4,991.9,846.76,2554.97,10742.6,2842.69,2588.35,452.77,7167.2,7167.2,7167.2,551.3,453.8,79.73,641.01,860.6,1000.1,1949.98,551.3,2103.1,14266.53,1736.02,874.04,884.38,4560.26,661.68,6219.1,6219.1,6219.1,593.6,4003.65,110.22,789.6,3920.74,1801.17,596.96,796.58,10311.06,832.65
-83,952.64,564.4,586.45,8693.31,901.68,3143.96,13900.7,676.6,676.6,9255.4,993.76,843.91,2613.61,10652.4,2850.4,2595.68,456.28,7187.3,7187.3,7187.3,542.1,447.6,80.11,658.72,858.73,1007.31,1947.92,542.1,2092.87,14179.26,1732.03,862.69,880.81,4552.34,661.21,6237.8,6237.8,6237.8,590.2,3978.46,109.98,789.6,3939.43,1812.1,574.36,798.64,10423.2,845.14
-82,968.53,547.4,586.22,8673.86,929.94,3124.28,13900.7,662.4,662.4,9247.7,991.33,855.45,2599.97,10257.5,2868.1,2639.84,456.28,7123.7,7123.7,7123.7,549.0,439.5,80.97,647.53,851.79,1011.92,1947.75,549.0,2122.12,14163.61,1728.45,855.39,884.31,4552.34,663.36,6238.6,6238.6,6238.6,568.8,3978.46,108.55,789.6,3939.43,1815.48,591.55,802.42,10630.94,858.02
-81,967.15,543.6,586.22,8647.62,933.07,3189.35,14049.9,669.4,669.4,9084.6,981.82,842.15,2546.78,10339.4,2876.26,2643.15,456.28,7122.8,7122.8,7122.8,552.3,439.6,80.27,641.61,840.14,1011.92,1939.45,552.3,2132.85,13870.5,1746.48,867.93,877.9,4552.34,663.36,6223.7,6223.7,6223.7,566.2,3978.46,109.38,789.6,3939.43,1786.77,591.81,790.04,10582.12,849.95
-80,967.15,533.7,586.22,8798.17,915.62,3219.45,14178.2,663.0,663.0,9084.6,975.07,832.16,2493.11,10775.1,2841.74,2665.68,456.28,7122.8,7122.8,7122.8,536.3,448.1,78.59,652.3,826.97,1011.92,1931.69,536.3,2107.4,13737.32,1730.97,861.77,886.18,4570.64,663.36,6223.7,6223.7,6223.7,552.6,3980.43,111.71,789.6,3940.95,1775.48,594.3,804.56,10473.31,825.59
-79,967.15,545.5,584.92,8808.38,917.94,3225.89,14194.1,639.7,639.7,9084.6,958.89,827.48,2493.11,10867.8,2867.96,2665.68,457.28,7122.8,7122.8,7122.8,533.8,440.3,76.87,652.3,815.03,1016.63,1932.05,533.8,2107.4,13629.63,1726.62,869.96,882.97,4514.65,663.36,6223.7,6223.7,6223.7,564.8,3911.73,110.92,789.6,3964.31,1785.06,583.65,793.01,10362.76,824.62
-78,960.92,545.5,583.22,8808.38,917.94,3225.89,14433.4,639.7,639.7,8898.9,958.89,827.48,2493.11,10867.8,2867.96,2665.68,455.61,7078.3,7078.3,7078.3,533.8,440.3,76.87,652.3,815.03,1024.01,1932.05,533.8,2107.4,13629.63,1726.62,869.96,882.97,4465.97,663.03,6228.7,6228.7,6228.7,564.8,3947.5,110.92,789.6,4006.48,1785.06,583.65,793.01,10362.76,824.62
-77,946.03,545.5,579.95,8808.38,917.94,3225.89,14504.4,639.7,639.7,8859.0,958.89,827.48,2493.11,10867.8,2867.96,2621.93,453.27,7042.5,7042.5,7042.5,533.8,440.3,76.87,652.3,815.03,1022.01,1932.05,533.8,2107.4,13629.63,1726.62,869.96,882.97,4487.24,661.38,6252.6,6252.6,6252.6,564.8,3868.16,110.92,789.6,4020.17,1785.06,583.65,793.01,10362.76,824.62
-76,946.03,556.7,575.76,8824.36,878.76,3265.55,14504.4,590.8,590.8,8882.1,923.67,835.99,2536.92,10660.3,2903.71,2603.16,451.62,7019.9,7019.9,7019.9,541.2,443.9,75.59,652.3,826.14,1021.49,1896.72,541.2,2112.21,13760.63,1743.41,856.86,881.41,4468.96,659.47,6249.8,6249.8,6249.8,573.3,3907.64,110.45,789.6,4043.34,1779.57,584.15,799.53,9916.49,789.36
-75,946.03,553.9,576.39,8726.7,861.18,3253.08,14504.4,610.8,610.8,9008.6,940.47,872.82,2534.55,10594.3,2893.77,2560.75,451.62,7000.4,7000.4,7000.4,544.6,442.9,76.4,651.45,826.07,1004.96,1911.23,544.6,2115.86,13745.91,1737.55,843.42,891.6,4468.96,661.77,6262.6,6262.6,6262.6,576.2,3907.64,107.91,789.6,4043.34,1798.95,590.07,806.64,10089.09,796.82
-74,946.03,550.7,576.39,8575.97,837.73,3248.89,14507.7,563.5,563.5,8755.4,961.23,860.33,2505.13,10481.3,2870.36,2567.29,451.62,6985.6,6985.6,6985.6,541.7,442.4,74.36,648.52,832.15,1004.96,1930.36,541.7,2131.8,13605.18,1759.64,834.76,894.13,4468.96,661.77,6253.9,6253.9,6253.9,615.5,3907.64,107.52,789.6,4043.34,1800.26,586.89,803.38,10239.77,811.64
-73,946.03,555.6,576.39,8608.49,840.46,3106.15,15023.0,572.5,572.5,8755.4,966.22,849.76,2461.27,9985.5,2854.71,2576.48,451.62,6985.6,6985.6,6985.6,536.2,444.9,74.34,647.06,838.64,1004.96,1925.06,536.2,2138.01,13702.84,1765.29,843.71,894.47,4442.53,661.77,6253.9,6253.9,6253.9,621.7,3892.62,106.85,789.6,4085.55,1812.08,576.11,808.6,10357.18,816.35
-72,946.03,558.4,580.42,8745.59,793.34,3147.6,15223.6,551.8,551.8,8755.4,952.98,851.63,2484.71,10108.0,2869.59,2576.48,453.48,6985.6,6985.6,6985.6,554.0,442.9,70.74,647.06,847.3,1002.42,1939.54,554.0,2157.57,13652.15,1773.48,839.19,901.57,4453.72,665.26,6253.9,6253.9,6253.9,621.2,3932.56,105.91,789.6,4097.6,1797.38,563.1,811.7,10382.17,811.02
-71,946.03,558.4,582.31,8745.59,793.34,3147.6,15248.9,551.8,551.8,8701.0,952.98,851.63,2484.71,10108.0,2869.59,2576.48,453.84,7120.1,7120.1,7120.1,554.0,442.9,70.74,647.06,847.3,1015.15,1939.54,554.0,2157.57,13652.15,1773.48,839.19,901.57,4514.56,673.11,6302.9,6302.9,6302.9,621.2,4020.79,105.91,789.6,4096.66,1797.38,563.1,811.7,10382.17,811.02
-70,946.03,558.4,581.06,8745.59,793.34,3147.6,15119.9,551.8,551.8,8645.7,952.98,851.63,2484.71,10108.0,2869.59,2626.59,471.03,7150.1,7150.1,7150.1,554.0,442.9,70.74,647.06,847.3,1010.41,1939.54,554.0,2157.57,13652.15,1773.48,839.19,901.57,4545.39,674.6,6347.8,6347.8,6347.8,621.2,4034.99,105.91,789.6,4097.65,1797.38,563.1,811.7,10382.17,811.02
-69,946.03,552.2,592.6,8664.51,801.03,3236.58,15119.9,567.6,567.6,8563.4,956.79,845.26,2491.12,10269.1,2838.27,2593.09,477.93,7131.8,7131.8,7131.8,557.3,438.6,70.6,647.06,848.13,1012.95,1933.69,557.3,2135.38,13652.15,1757.19,846.73,891.06,4536.16,671.52,6363.2,6363.2,6363.2,626.7,4044.31,103.65,789.6,4099.85,1794.34,576.61,814.97,10474.03,825.13
-68,946.03,549.8,591.7,8429.62,833.94,3225.94,15119.9,596.6,596.6,8562.9,969.33,821.41,2447.91,10692.7,2839.41,2588.23,476.75,7217.2,7217.2,7217.2,554.4,436.2,66.54,638.58,850.24,1017.19,1952.67,554.4,2136.84,13652.15,1753.34,852.88,888.2,4536.16,674.15,6363.6,6363.6,6363.6,629.1,4044.31,100.54,789.6,4099.85,1770.46,582.87,806.85,10694.29,829.77
-67,946.03,555.5,591.7,8442.21,763.59,3179.75,15295.0,593.1,593.1,8510.1,970.71,805.52,2504.62,10419.8,2881.52,2544.31,476.75,7286.5,7286.5,7286.5,558.8,439.4,65.43,638.58,840.84,1017.19,1951.72,558.8,2137.17,13618.94,1751.44,862.11,888.16,4536.16,674.15,6409.7,6409.7,6409.7,654.2,4044.31,99.23,789.6,4099.85,1776.17,583.93,808.33,10864.83,814.54
-66,946.03,560.6,591.7,8553.74,769.95,3230.89,15361.8,578.0,578.0,8510.1,970.44,797.47,2538.02,10211.2,2897.16,2589.75,476.75,7286.5,7286.5,7286.5,557.9,459.0,65.17,635.85,839.78,1017.19,1918.74,557.9,2153.4,13620.37,1749.7,857.82,894.27,4523.38,674.15,6409.7,6409.7,6409.7,671.6,4041.18,99.75,789.6,4113.65,1739.93,587.16,816.83,10912.68,835.69
-65,946.03,562.7,584.5,8473.88,736.07,3242.6,15337.1,557.5,557.5,8510.1,961.08,808.02,2586.37,10168.9,2886.83,2589.75,470.2,7286.5,7286.5,7286.5,556.3,457.6,62.9,638.27,827.04,1027.57,1900.3,556.3,2151.23,13462.24,1743.38,844.47,895.84,4559.46,668.38,6409.7,6409.7,6409.7,677.9,4043.56,99.02,789.6,4066.2,1759.23,579.12,820.65,10791.98,841.15
-64,946.03,562.7,589.4,8473.88,736.07,3242.6,15584.2,557.5,557.5,8510.1,961.08,808.02,2586.37,10168.9,2886.83,2589.75,471.1,7181.2,7181.2,7181.2,556.3,457.6,62.9,638.27,827.04,1032.61,1900.3,556.3,2151.23,13462.24,1743.38,844.47,895.84,4546.25,666.2,6409.7,6409.7,6409.7,677.9,4026.8,99.02,789.6,4061.6,1759.23,579.12,820.65,10791.98,841.15
-63,946.03,562.7,594.97,8473.88,736.07,3242.6,15394.2,557.5,557.5,8504.5,961.08,808.02,2586.37,10168.9,2886.83,2633.11,469.55,7191.6,7191.6,7191.6,556.3,457.6,62.9,638.27,827.04,1026.44,1900.3,556.3,2151.23,13462.24,1743.38,844.47,895.84,4537.84,667.36,6402.3,6402.3,6402.3,677.9,4019.97,99.02,789.6,4109.83,1759.23,579.12,820.65,10791.98,841.15
-62,946.03,568.8,590.9,8406.53,757.83,3185.89,15394.2,567.4,567.4,8644.1,972.53,820.93,2543.3,10317.8,2857.11,2599.18,469.23,7288.5,7288.5,7288.5,561.6,469.9,62.01,612.85,824.06,1018.29,1924.97,561.6,2167.93,13462.24,1737.74,839.22,888.87,4576.82,661.95,6407.1,6407.1,6407.1,662.7,3995.66,98.48,789.6,4109.6,1785.75,571.05,823.48,10791.98,853.96
-61,946.03,569.7,573.94,8406.53,791.03,3138.78,15394.2,572.6,572.6,8644.1,982.98,819.46,2611.19,10158.4,2844.72,2605.4,468.85,7162.5,7162.5,7162.5,561.9,481.9,61.86,620.72,826.17,1022.87,1922.72,561.9,2177.87,13444.71,1749.86,838.79,884.4,4576.82,671.81,6399.8,6399.8,6399.8,687.8,3995.66,96.19,789.6,4109.6,1772.92,575.5,821.69,10791.98,853.62
-60,946.03,558.2,573.94,8145.47,779.97,3148.38,15493.4,583.9,583.9,8869.7,994.08,820.01,2529.52,10374.1,2848.36,2590.76,468.85,7181.8,7181.8,7181.8,570.5,480.4,60.59,595.7,839.57,1022.87,1941.08,570.5,2150.05,13432.42,1750.74,840.56,880.29,4576.82,671.81,6281.3,6281.3,6281.3,687.8,3995.66,97.57,789.6,4109.6,1803.86,576.44,819.03,10791.98,863.76
-59,946.03,562.3,573.94,8012.98,781.41,3393.89,15553.2,594.7,594.7,8869.7,997.6,828.09,2510.86,10524.8,2854.8,2551.33,468.85,7181.8,7181.8,7181.8,581.1,482.0,61.95,578.29,833.02,1022.87,1921.11,581.1,2156.28,13774.74,1748.62,837.87,870.11,4594.37,671.81,6281.3,6281.3,6281.3,673.9,4010.33,92.65,789.6,4077.17,1765.51,577.73,823.09,10887.33,867.9
-58,946.03,568.8,572.45,8059.4,736.22,3345.26,15460.4,588.2,588.2,8869.7,983.78,828.09,2459.94,10734.7,2849.3,2551.33,471.95,7181.8,7181.8,7181.8,574.6,499.6,59.16,598.98,840.45,1024.32,1951.75,574.6,2162.75,13806.61,1733.63,826.92,870.11,4598.68,664.69,6281.3,6281.3,6281.3,645.8,4010.93,92.75,789.6,3999.01,1771.83,579.05,811.88,10809.33,864.9
-57,946.03,568.8,572.12,8059.4,736.22,3345.26,15765.1,588.2,588.2,8965.2,983.78,828.09,2459.94,10734.7,2849.3,2551.33,465.09,7181.8,7181.8,7181.8,574.6,499.6,59.16,598.98,840.45,1021.15,1951.75,574.6,2162.75,13806.61,1733.63,826.92,870.11,4597.77,661.28,6333.3,6333.3,6333.3,645.8,4033.83,92.75,789.6,4025.05,1771.83,579.05,811.88,10809.33,864.9
-56,946.03,568.8,556.11,8059.4,736.22,3345.26,15833.8,588.2,588.2,8647.6,983.78,828.09,2459.94,10734.7,2849.3,2475.34,466.59,7018.8,7018.8,7018.8,574.6,499.6,59.16,598.98,840.45,1021.11,1951.75,574.6,2162.75,13806.61,1733.63,826.92,870.11,4627.84,657.34,6200.4,6200.4,6200.4,645.8,4012.83,92.75,789.6,4073.79,1771.83,579.05,811.88,10809.33,864.9
-55,946.03,562.9,561.78,8137.79,755.28,3251.95,15833.8,582.3,582.3,8632.1,950.31,828.09,2529.27,10766.9,2877.33,2483.11,466.6,7097.9,7097.9,7097.9,572.5,492.4,56.2,583.08,853.91,1019.55,1961.6,572.5,2170.5,13838.99,1725.08,826.41,870.11,4627.84,656.18,6179.7,6179.7,6179.7,639.2,3949.44,92.8,789.6,4079.36,1773.09,587.84,825.83,10809.33,873.97
-54,946.03,558.1,564.17,8039.43,744.5,3237.31,15833.8,585.5,585.5,8599.7,966.01,824.85,2586.49,10714.0,2866.68,2497.7,461.34,6998.7,6998.7,6998.7,571.9,478.1,58.45,603.82,861.38,1017.67,1953.59,571.9,2202.44,13994.44,1749.91,830.35,859.11,4627.84,657.82,6229.9,6229.9,6229.9,611.1,3949.44,90.84,789.6,4079.36,1794.19,599.74,825.11,10809.33,873.1
-53,946.03,542.0,564.17,8057.97,749.53,3239.4,15653.5,583.9,583.9,8526.6,958.84,842.22,2564.09,10904.6,2887.49,2498.89,461.34,7018.9,7018.9,7018.9,578.1,476.1,56.1,594.24,871.17,1017.67,1962.07,578.1,2176.62,14398.91,1768.49,854.39,867.28,4627.84,657.82,6168.6,6168.6,6168.6,598.5,3949.44,88.55,789.6,4079.36,1792.17,600.29,821.46,11302.71,870.84
-52,946.03,556.1,564.17,8122.14,759.92,3304.79,15548.1,593.4,593.4,8526.6,942.2,849.53,2598.26,10958.2,2900.84,2498.04,461.34,7018.9,7018.9,7018.9,557.3,490.4,55.6,598.57,871.12,1017.67,1951.93,557.3,2204.05,14537.65,1776.02,856.17,881.43,4627.84,657.82,6168.6,6168.6,6168.6,594.3,3949.44,90.71,789.6,4145.16,1811.26,601.55,838.59,11313.63,871.7
-51,946.03,573.2,561.39,8056.65,759.91,3224.44,15181.1,593.4,593.4,8526.6,935.49,839.58,2597.94,11070.1,2909.11,2498.04,448.98,7018.9,7018.9,7018.9,545.7,495.1,58.51,599.2,868.5,1019.96,1961.94,545.7,2249.86,14640.08,1788.12,872.07,888.59,4573.62,652.59,6168.6,6168.6,6168.6,600.1,3889.91,90.68,789.6,4130.18,1815.6,604.59,832.38,11418.98,877.81
-50,946.03,573.2,556.0,8056.65,759.91,3224.44,15368.2,593.4,593.4,8592.9,935.49,839.58,2597.94,11070.1,2909.11,2498.04,455.13,7123.5,7123.5,7123.5,545.7,495.1,58.51,599.2,868.5,1018.94,1961.94,545.7,2249.86,14640.08,1788.12,872.07,888.59,4607.78,653.24,6201.3,6201.3,6201.3,600.1,3835.31,90.68,789.6,4189.56,1815.6,604.59,832.38,11418.98,877.81
-49,946.03,573.2,556.8,8056.65,759.91,3224.44,15223.7,593.4,593.4,8462.5,935.49,839.58,2597.94,11070.1,2909.11,2515.98,446.41,7086.2,7086.2,7086.2,545.7,495.1,58.51,599.2,868.5,1005.96,1961.94,545.7,2249.86,14640.08,1788.12,872.07,888.59,4633.7,665.12,6207.7,6207.7,6207.7,600.1,3835.42,90.68,789.6,4220.42,1815.6,604.59,832.38,11418.98,877.81
-48,946.03,569.3,560.67,8254.81,782.07,3289.99,15223.7,593.4,593.4,8288.6,923.05,822.73,2592.81,11045.6,2911.29,2519.65,451.05,7131.7,7131.7,7131.7,552.1,479.4,57.66,588.2,866.71,1005.96,1959.95,552.1,2271.19,14707.1,1783.45,866.51,944.62,4643.3,667.23,6291.8,6291.8,6291.8,587.5,3798.89,92.87,789.6,4227.89,1808.02,593.64,849.01,11569.74,878.28
-47,946.03,571.9,569.22,8270.9,789.14,3289.72,15223.7,583.0,583.0,8169.4,917.16,818.23,2608.59,11000.4,2905.16,2538.62,445.19,7065.0,7065.0,7065.0,551.5,477.3,57.31,613.41,867.07,1005.96,1958.69,551.5,2321.52,14640.28,1781.22,864.1,948.21,4643.3,665.78,6337.9,6337.9,6337.9,599.7,3798.89,93.13,789.6,4227.89,1807.38,581.64,854.19,11678.9,881.1
-46,946.03,573.0,569.22,8311.78,784.84,3307.29,15560.8,591.0,591.0,8006.3,908.41,808.89,2607.99,11126.2,2932.42,2567.59,445.19,6993.2,6993.2,6993.2,563.5,479.7,57.73,612.37,865.31,1005.96,1954.82,563.5,2320.12,14671.87,1777.75,868.09,943.24,4643.3,665.78,6289.0,6289.0,6289.0,592.5,3798.89,91.29,789.6,4227.89,1814.74,582.24,840.82,12014.79,882.28
-45,946.03,578.2,569.22,8185.92,780.52,3309.19,15754.5,590.4,590.4,8006.3,854.7,808.62,2647.85,11179.8,2946.23,2567.62,445.19,6993.2,6993.2,6993.2,565.0,479.8,58.8,596.64,875.62,1005.96,1973.98,565.0,2334.2,14795.14,1768.8,881.36,936.0,4757.32,665.78,6289.0,6289.0,6289.0,589.6,3804.52,91.45,789.6,4248.3,1789.8,578.41,847.32,12185.8,880.91
-44,946.03,572.6,563.54,8253.11,780.52,3269.78,15555.2,609.0,609.0,8006.3,872.58,810.92,2669.71,11304.0,2957.79,2567.62,449.95,6993.2,6993.2,6993.2,572.5,486.8,57.22,597.07,890.95,1005.96,1975.56,572.5,2345.8,14829.94,1746.96,886.88,936.34,4736.12,656.91,6289.0,6289.0,6289.0,592.6,3813.76,89.03,789.6,4267.16,1755.11,570.83,846.3,12204.08,884.11
-43,946.03,572.6,572.94,8253.11,780.52,3269.78,15512.8,609.0,609.0,7842.2,872.58,810.92,2669.71,11304.0,2957.79,2567.62,460.08,6792.1,6792.1,6792.1,572.5,486.8,57.22,597.07,890.95,1008.74,1975.56,572.5,2345.8,14829.94,1746.96,886.88,936.34,4768.95,653.61,6216.4,6216.4,6216.4,592.6,3807.73,89.03,789.6,4232.85,1755.11,570.83,846.3,12204.08,884.11
-42,946.03,572.6,575.45,8253.11,780.52,3269.78,15685.9,609.0,609.0,7782.1,872.58,810.92,2669.71,11304.0,2957.79,2570.26,462.82,6787.0,6787.0,6787.0,572.5,486.8,57.22,597.07,890.95,1007.81,1975.56,572.5,2345.8,14829.94,1746.96,886.88,936.34,4792.34,660.59,6237.0,6237.0,6237.0,592.6,3794.83,89.03,789.6,4130.84,1755.11,570.83,846.3,12204.08,884.11
-41,946.03,573.0,573.65,8108.06,780.52,3288.82,15685.9,601.4,601.4,7921.9,837.9,799.35,2641.62,11304.0,2959.57,2566.69,466.27,6636.0,6636.0,6636.0,580.8,490.4,58.26,667.79,894.61,1005.41,1978.44,580.8,2342.54,15032.45,1770.54,884.33,936.34,4764.5,661.13,6271.2,6271.2,6271.2,594.3,3826.0,84.13,789.6,4112.15,1757.28,565.96,835.0,12075.85,885.05
-40,946.03,572.3,563.89,8038.3,794.07,3248.08,15685.9,613.5,613.5,7788.4,794.18,816.85,2629.64,11251.9,2958.14,2580.12,468.42,6661.7,6661.7,6661.7,586.2,482.8,57.86,712.19,899.28,1019.7,1982.19,586.2,2353.05,15003.24,1765.86,874.25,945.83,4764.5,667.47,6174.8,6174.8,6174.8,597.7,3826.0,88.22,789.6,4112.15,1752.46,560.03,838.89,12131.06,883.15
-39,946.03,585.9,563.89,7721.27,799.82,3227.74,15829.6,620.0,620.0,7747.3,801.43,808.45,2660.43,11127.0,2980.24,2598.95,468.42,6732.7,6732.7,6732.7,576.5,465.3,55.42,712.87,896.41,1019.7,1972.7,576.5,2339.15,14972.83,1772.97,877.4,952.46,4764.5,667.47,6236.6,6236.6,6236.6,604.6,3826.0,89.89,789.6,4112.15,1724.68,572.23,841.42,11928.07,885.13
-38,946.03,581.4,563.89,7647.96,807.02,3241.02,15716.0,611.9,611.9,7747.3,802.86,796.22,2656.3,11158.6,2975.14,2620.71,468.42,6732.7,6732.7,6732.7,565.8,464.7,54.39,759.97,897.59,1019.7,1948.66,565.8,2329.33,15156.2,1773.04,884.48,961.37,4764.5,667.47,6236.6,6236.6,6236.6,600.4,3823.51,91.9,789.6,4157.31,1714.33,579.5,841.56,12182.19,895.77
-37,946.03,587.1,566.07,7700.13,807.02,3197.9,15823.8,605.4,605.4,7747.3,757.16,779.64,2679.54,10834.9,2990.91,2620.71,468.28,6732.7,6732.7,6732.7,547.5,465.7,54.83,786.69,897.59,1024.05,1933.46,547.5,2336.03,15209.18,1763.61,884.38,968.86,4818.05,660.63,6236.6,6236.6,6236.6,606.5,3841.58,91.69,789.6,4109.2,1714.05,579.5,841.51,12252.36,894.46
-36,946.03,587.1,566.86,7700.13,807.02,3197.9,15591.7,605.4,605.4,7943.1,757.16,779.64,2679.54,10834.9,2990.91,2620.71,469.67,6891.3,6891.3,6891.3,547.5,465.7,54.83,786.69,897.59,1013.97,1933.46,547.5,2336.03,15209.18,1763.61,884.38,968.86,4786.92,664.04,6199.6,6199.6,6199.6,606.5,3870.2,91.69,789.6,4117.41,1714.05,579.5,841.51,12252.36,894.46
-35,946.03,587.1,562.5,7700.13,807.02,3197.9,15217.3,605.4,605.4,8235.8,757.16,779.64,2679.54,10834.9,2990.91,2633.78,469.51,6812.8,6812.8,6812.8,547.5,465.7,54.83,786.69,897.59,1017.89,1933.46,547.5,2336.03,15209.18,1763.61,884.38,968.86,4834.01,658.21,6193.4,6193.4,6193.4,606.5,3840.45,91.69,789.6,4164.83,1714.05,579.5,841.51,12252.36,894.46
-34,946.03,586.7,559.25,7693.73,807.02,3253.52,15217.3,604.9,604.9,8147.1,740.98,766.13,2675.47,10552.5,2961.52,2635.43,474.24,6860.6,6860.6,6860.6,547.3,470.6,54.56,791.15,897.59,1010.33,1955.8,547.3,2328.06,15212.92,1762.54,880.81,961.27,4828.2,665.47,6236.9,6236.9,6236.9,598.5,3904.26,90.55,789.6,4164.83,1738.23,579.5,842.76,12336.52,891.59
-33,946.03,581.9,547.45,7700.24,839.62,3256.91,15217.3,582.1,582.1,7998.6,752.26,775.34,2672.85,10685.6,2943.52,2646.78,488.3,6919.9,6919.9,6919.9,539.5,463.6,54.51,725.94,895.0,1000.96,1964.57,539.5,2336.08,15001.36,1768.77,884.31,959.33,4828.2,661.43,6235.2,6235.2,6235.2,618.1,3904.26,87.81,789.6,4164.83,1728.18,588.07,840.74,12359.05,887.64
-32,946.03,586.5,547.45,7740.29,827.22,3198.11,14268.6,579.2,579.2,7826.7,811.02,789.46,2692.52,10689.4,2911.74,2642.79,488.3,6970.4,6970.4,6970.4,544.2,465.4,54.49,745.08,884.79,1000.96,1973.07,544.2,2339.01,15044.37,1764.32,877.9,959.98,4828.2,661.43,6222.6,6222.6,6222.6,652.7,3904.26,87.23,789.6,4164.83,1754.03,585.57,837.31,12142.39,889.42
-31,946.03,579.0,547.45,7788.61,829.13,3196.39,14704.9,587.5,587.5,7826.7,786.46,784.15,2689.24,10618.2,2905.4,2644.26,488.3,6970.4,6970.4,6970.4,537.4,480.2,55.84,737.57,882.78,1000.96,1992.08,537.4,2362.01,15024.75,1762.34,886.18,955.15,4851.44,661.43,6222.6,6222.6,6222.6,634.3,3927.61,85.99,789.6,4164.83,1736.02,585.78,835.68,12443.27,897.24
