"Date","Price","Open","High","Low","Vol.","Change %"
"07/09/2024","8,551.17","8,529.69","8,575.69","8,502.51","47.29M","0.25%"
"07/08/2024","8,529.69","8,470.24","8,532.62","8,470.24","51.03M","0.70%"
"07/05/2024","8,470.24","8,560.69","8,582.64","8,470.24","53.94M","-1.06%"
"07/04/2024","8,560.69","8,567.29","8,592.33","8,558.08","17.68M","-0.08%"
"07/03/2024","8,567.29","8,479.78","8,571.37","8,479.78","42.15M","1.17%"
"07/02/2024","8,468.35","8,417.78","8,473.65","8,376.59","82.43M","0.60%"
"06/28/2024","8,417.60","8,419.61","8,457.00","8,391.07","77.74M","0.11%"
"06/27/2024","8,408.76","8,358.18","8,415.75","8,333.27","36.24M","0.61%"
"06/26/2024","8,358.18","8,390.46","8,390.46","8,305.54","38.30M","-0.38%"
"06/25/2024","8,390.46","8,399.42","8,403.43","8,343.73","33.70M","-0.11%"
"06/24/2024","8,399.42","8,260.29","8,399.68","8,260.29","55.52M","1.72%"
"06/21/2024","8,257.01","8,244.62","8,266.34","8,217.83","122.34M","0.15%"
"06/20/2024","8,244.62","8,266.66","8,286.11","8,233.80","53.20M","-0.27%"
"06/19/2024","8,266.66","8,311.67","8,323.68","8,249.30","17.73M","-0.54%"
"06/18/2024","8,311.67","8,284.37","8,345.86","8,281.46","40.46M","0.33%"
"06/17/2024","8,284.37","8,297.31","8,297.31","8,234.60","55.61M","-0.16%"
"06/14/2024","8,297.31","8,335.02","8,335.02","8,212.22","41.94M","-0.43%"
"06/13/2024","8,333.02","8,441.26","8,441.26","8,320.10","47.54M","-1.26%"
"06/12/2024","8,439.77","8,398.48","8,496.72","8,398.48","48.68M","0.49%"
"06/11/2024","8,398.48","8,489.94","8,489.94","8,390.16","43.15M","-1.08%"
"06/10/2024","8,489.94","8,496.32","8,501.73","8,454.50","45.21M","-0.08%"
"06/07/2024","8,496.32","8,525.88","8,525.88","8,474.91","50.49M","-0.35%"
"06/06/2024","8,525.88","8,549.40","8,570.41","8,509.10","36.34M","-0.27%"
"06/05/2024","8,549.10","8,530.23","8,578.61","8,502.84","34.02M","0.22%"
"06/04/2024","8,530.23","8,552.24","8,552.24","8,477.49","33.84M","-0.26%"
"06/03/2024","8,552.24","8,575.27","8,597.18","8,496.47","60.44M","-0.27%"
"05/31/2024","8,575.27","8,516.95","8,575.27","8,445.56","68.14M","0.72%"
"05/30/2024","8,513.92","8,355.91","8,528.14","8,355.91","46.15M","1.89%"
"05/29/2024","8,355.91","8,560.36","8,560.36","8,355.49","48.34M","-2.34%"
"05/28/2024","8,556.22","8,650.21","8,650.21","8,540.86","40.94M","-1.09%"
"05/27/2024","8,650.21","8,644.11","8,660.44","8,634.10","20.99M","0.07%"
"05/24/2024","8,644.11","8,578.49","8,654.58","8,578.49","38.50M","0.76%"
"05/23/2024","8,578.49","8,616.50","8,659.41","8,546.31","45.64M","-0.43%"
"05/22/2024","8,615.79","8,647.49","8,647.67","8,596.27","39.12M","-0.37%"
"05/21/2024","8,647.49","8,671.11","8,679.98","8,611.79","50.26M","-0.20%"
"05/17/2024","8,664.79","8,618.95","8,666.40","8,615.50","55.47M","0.53%"
"05/16/2024","8,618.81","8,606.92","8,643.93","8,605.78","35.06M","0.14%"
"05/15/2024","8,606.46","8,582.06","8,620.73","8,582.06","38.79M","0.28%"
"05/14/2024","8,582.06","8,586.65","8,617.05","8,570.40","30.57M","-0.05%"
"05/13/2024","8,586.65","8,577.55","8,626.41","8,573.63","39.12M","0.11%"
"05/10/2024","8,577.55","8,579.51","8,601.29","8,572.15","39.20M","-0.02%"
"05/09/2024","8,579.51","8,531.24","8,582.22","8,531.24","29.84M","0.57%"
"05/08/2024","8,531.24","8,458.77","8,531.40","8,431.65","39.23M","0.86%"
"05/07/2024","8,458.77","8,463.03","8,504.43","8,456.38","44.69M","-0.05%"
"05/06/2024","8,463.03","8,372.48","8,468.87","8,372.48","54.48M","1.08%"
"05/03/2024","8,372.48","8,336.67","8,401.78","8,336.67","61.13M","0.43%"
"05/02/2024","8,336.67","8,322.14","8,374.29","8,303.35","44.28M","0.17%"
"05/01/2024","8,322.14","8,277.00","8,377.17","8,252.35","46.57M","0.55%"
"04/30/2024","8,277.00","8,317.45","8,333.92","8,277.00","40.61M","-0.49%"
"04/29/2024","8,317.45","8,318.65","8,344.66","8,276.94","47.88M","-0.01%"
"04/26/2024","8,318.65","8,283.32","8,324.98","8,271.93","34.26M","0.54%"
"04/25/2024","8,273.74","8,298.62","8,298.62","8,180.47","57.87M","-0.30%"
"04/24/2024","8,298.62","8,350.22","8,361.26","8,267.99","57.56M","-0.42%"
"04/23/2024","8,333.27","8,301.01","8,347.08","8,297.28","34.05M","0.39%"
"04/22/2024","8,301.01","8,251.66","8,320.14","8,251.66","61.32M","0.60%"
"04/19/2024","8,251.66","8,195.19","8,260.59","8,181.65","46.54M","0.69%"
"04/18/2024","8,195.19","8,174.83","8,233.96","8,152.36","37.77M","0.25%"
"04/17/2024","8,174.83","8,166.21","8,246.72","8,137.90","39.40M","0.11%"
"04/16/2024","8,166.21","8,230.90","8,230.90","8,139.68","44.84M","-0.79%"
"04/15/2024","8,230.90","8,280.26","8,366.37","8,206.19","45.96M","-0.60%"
"04/12/2024","8,280.26","8,356.66","8,356.66","8,253.51","34.28M","-0.91%"
"04/11/2024","8,356.66","8,389.39","8,389.39","8,307.67","41.38M","-0.39%"
"04/10/2024","8,389.39","8,521.37","8,521.37","8,356.54","53.65M","-1.55%"
"04/09/2024","8,521.37","8,511.40","8,552.57","8,449.04","33.37M","0.12%"
"04/08/2024","8,511.34","8,486.30","8,516.64","8,476.59","39.45M","0.48%"
"04/05/2024","8,470.53","8,405.07","8,490.16","8,405.07","45.13M","0.78%"
"04/04/2024","8,405.07","8,462.32","8,498.63","8,388.43","49.94M","-0.12%"
"04/03/2024","8,415.07","8,379.51","8,454.02","8,379.51","42.56M","0.24%"
"04/02/2024","8,395.14","8,480.65","8,480.65","8,379.52","43.38M","-1.01%"
"04/01/2024","8,480.65","8,528.70","8,528.70","8,447.73","50.72M","-0.43%"
"03/28/2024","8,517.50","8,492.88","8,540.65","8,487.64","53.66M","0.29%"
"03/27/2024","8,492.71","8,426.76","8,492.84","8,426.76","39.68M","0.91%"
"03/26/2024","8,416.03","8,419.10","8,464.99","8,402.37","63.70M","-0.04%"
"03/25/2024","8,419.10","8,437.26","8,480.15","8,419.10","42.87M","-0.22%"
"03/22/2024","8,437.26","8,490.41","8,517.43","8,432.61","48.67M","-0.59%"
"03/21/2024","8,487.28","8,434.61","8,519.61","8,434.61","58.02M","0.62%"
"03/20/2024","8,434.61","8,373.39","8,444.25","8,362.28","45.19M","0.73%"
"03/19/2024","8,373.39","8,350.93","8,399.91","8,350.93","42.86M","0.27%"
"03/18/2024","8,350.93","8,359.44","8,370.21","8,323.97","49.10M","-0.10%"
"03/15/2024","8,359.37","8,361.54","8,385.41","8,329.28","114.03M","-0.03%"
"03/14/2024","8,361.54","8,429.73","8,429.73","8,325.76","54.29M","-0.78%"
"03/13/2024","8,427.65","8,401.94","8,444.54","8,401.94","44.72M","0.31%"
"03/12/2024","8,401.94","8,381.53","8,406.48","8,361.06","30.07M","0.26%"
"03/11/2024","8,380.19","8,352.25","8,387.25","8,311.13","30.90M","0.33%"
"03/08/2024","8,352.25","8,369.13","8,392.60","8,339.27","31.38M","-0.20%"
"03/07/2024","8,369.13","8,320.01","8,371.41","8,320.01","27.35M","0.59%"
"03/06/2024","8,320.01","8,301.32","8,375.11","8,296.21","33.02M","0.23%"
"03/05/2024","8,301.04","8,267.77","8,329.59","8,260.91","50.30M","0.40%"
"03/04/2024","8,267.77","8,265.72","8,302.63","8,246.14","37.20M","0.02%"
"03/01/2024","8,265.72","8,234.03","8,295.63","8,228.54","33.58M","0.39%"
"02/29/2024","8,233.97","8,181.05","8,236.75","8,170.69","89.83M","0.66%"
"02/28/2024","8,180.33","8,201.09","8,235.98","8,177.83","35.10M","-0.22%"
"02/27/2024","8,198.24","8,228.20","8,228.20","8,165.76","61.12M","-0.24%"
"02/26/2024","8,217.98","8,274.67","8,313.06","8,208.00","61.62M","-0.69%"
"02/23/2024","8,274.67","8,222.68","8,292.94","8,222.68","30.90M","0.63%"
"02/22/2024","8,222.68","8,146.38","8,248.82","8,146.38","42.33M","0.94%"
